date,open,high,low,close,volume,oi
2025-10-10T00:00:00+05:30,25250,25464.3,25250,25411,4421850,0
2025-10-13T00:00:00+05:30,25340,25345.1,25230.3,25309.3,5403150,0
2025-10-14T00:00:00+05:30,25378.1,25378.1,25123.2,25206,6856050,0
2025-10-15T00:00:00+05:30,25261,25460,25250,25424.8,5783925,0
2025-10-16T00:00:00+05:30,25462,25699.4,25460,25656.1,6273900,0
2025-10-17T00:00:00+05:30,25621.8,25849,25592,25757.8,7692150,0
2025-10-20T00:00:00+05:30,25880.2,25969.5,25833,25915.1,5486475,0
2025-10-21T00:00:00+05:30,25960,25975,25865.1,25906.3,1228350,0
2025-10-23T00:00:00+05:30,26161.1,26205,25940,25976.9,8378175,0
2025-10-24T00:00:00+05:30,25980.2,25999,25733,25814.8,6874500,0
2025-10-27T00:00:00+05:30,25901,26065.4,25878,26013.5,7653000,0
2025-10-28T00:00:00+05:30,26009.7,26074.9,25820,25922.4,7170975,0
2025-10-29T00:00:00+05:30,26125,26284.9,26101,26238.7,6121725,0
2025-10-30T00:00:00+05:30,26199.9,26199.9,26010,26031.6,6306750,0
2025-10-31T00:00:00+05:30,26012.1,26116.1,25890,25905.5,6597750,0
2025-11-03T00:00:00+05:30,25890,25942.6,25800,25898.9,4866375,0
2025-11-04T00:00:00+05:30,25874.7,25911,25693,25708.3,5716875,0
2025-11-06T00:00:00+05:30,25740.1,25805,25605,25627.2,4520850,0
2025-11-07T00:00:00+05:30,25545,25656.4,25428.1,25589.2,6912975,0
2025-11-10T00:00:00+05:30,25690,25747,25617.8,25694.5,3666675,0
2025-11-11T00:00:00+05:30,25731,25835,25555,25811.4,6566700,0
2025-11-12T00:00:00+05:30,25925.6,26024,25902.2,25986.1,5277525,0
2025-11-13T00:00:00+05:30,25952,26092.5,25896.2,25953.8,5180100,0
2025-11-14T00:00:00+05:30,25904,25983,25815,25951.4,8090925,0
2025-11-17T00:00:00+05:30,26006,26083,25971,26060.1,4014450,0
2025-11-18T00:00:00+05:30,26020,26042,25905.7,25948.8,5161425,0
2025-11-19T00:00:00+05:30,25940,26090,25887.8,26071,5064975,0
2025-11-20T00:00:00+05:30,26136,26264,26072,26220.8,6642075,0
2025-11-21T00:00:00+05:30,26136.3,26195,26061.3,26077.5,8618175,0
2025-11-24T00:00:00+05:30,26111,26168.8,25955,25996.4,7287900,0
2025-11-25T00:00:00+05:30,25961,26035,25867.4,25886.8,5512575,0
2025-11-26T00:00:00+05:30,26105,26392,26085,26381.2,7316775,0
2025-11-27T00:00:00+05:30,26401.1,26495.6,26317.5,26390.9,4886775,0
2025-11-28T00:00:00+05:30,26341,26459.9,26336.3,26387.4,3054000,0
2025-12-01T00:00:00+05:30,26455.1,26493.8,26301.4,26334.7,4881225,0
2025-12-02T00:00:00+05:30,26278.8,26315,26181,26213,5082450,0
2025-12-03T00:00:00+05:30,26225,26225,26049,26136.2,5513625,0
2025-12-04T00:00:00+05:30,26105,26243.9,26070.2,26186.5,4565550,0
2025-12-05T00:00:00+05:30,26151.9,26370,26151.9,26333.2,5917050,0
2025-12-08T00:00:00+05:30,26325,26325,26030,26064.7,6610950,0
2025-12-09T00:00:00+05:30,25999,26039,25875,25960.2,6816525,0
2025-12-10T00:00:00+05:30,25882.3,26061,25842,25863.9,4982400,0
2025-12-11T00:00:00+05:30,25910,26038.9,25804.1,26009.5,5568525,0
2025-12-12T00:00:00+05:30,26100,26158.5,26040.1,26145.4,4797000,0
2025-12-15T00:00:00+05:30,26070,26132.5,25987.8,26108.7,4520850,0
2025-12-16T00:00:00+05:30,26012,26045,25929.5,25940.7,4859250,0
2025-12-17T00:00:00+05:30,25925,26004.9,25857.1,25897.8,3609300,0
2025-12-18T00:00:00+05:30,25875,25980,25801,25880.6,5114175,0
2025-12-19T00:00:00+05:30,25965,26043.8,25951.1,26030,4671825,0
2025-12-22T00:00:00+05:30,26150,26206.5,26130,26197.9,3584775,0
2025-12-23T00:00:00+05:30,26240,26259,26163,26206.9,3081975,0
2025-12-24T00:00:00+05:30,26228,26269.7,26151.7,26173.1,3309750,0
2025-12-26T00:00:00+05:30,26139,26149,26041,26060.2,5961375,0
2025-12-29T00:00:00+05:30,26080,26100.2,25934.6,25957.2,6473475,0
2025-12-30T00:00:00+05:30,25922,25983.5,25880.1,25936.8,5378625,0
2025-12-31T00:00:00+05:30,26145,26325,26130.2,26296.3,4741230,0
2026-01-01T00:00:00+05:30,26332,26339.6,26261,26290.4,2035735,0
2026-01-02T00:00:00+05:30,26306,26480,26306,26455.4,4165915,0
2026-01-05T00:00:00+05:30,26500,26510,26308.5,26331.3,5166525,0
2026-01-06T00:00:00+05:30,26354,26399,26255,26285.1,4330495,0
2026-01-07T00:00:00+05:30,26234.9,26298,26186,26235.3,3569800,0
2026-01-08T00:00:00+05:30,26190,26210,25965,25985.6,6913790,0
2026-01-09T00:00:00+05:30,25966,26031.6,25725,25788.3,5830435,0
2026-01-12T00:00:00+05:30,25770,25899,25573.2,25876,7919145,0
2026-01-13T00:00:00+05:30,25911,25934.8,25661.1,25790.8,5686330,0
2026-01-14T00:00:00+05:30,25750.1,25850,25670,25719,4592965,0
2026-01-16T00:00:00+05:30,25784,25958,25722,25751.5,6013995,0
2026-01-19T00:00:00+05:30,25626,25680,25530,25596,4856605,0
2026-01-20T00:00:00+05:30,25600,25604.8,25224.6,25259.2,6389500,0
2026-01-21T00:00:00+05:30,25236.5,25340,24961,25178.2,10363145,0
2026-01-22T00:00:00+05:30,25330,25475,25200,25349.8,10481055,0
2026-01-23T00:00:00+05:30,25379.9,25379.9,25045.7,25079.8,7055490,0
2026-01-27T00:00:00+05:30,25184,25205,24957,25164.2,6903260,0
2026-01-28T00:00:00+05:30,25435,25490,25300.1,25450.4,7094555,0
2026-01-29T00:00:00+05:30,25400,25564.8,25262.5,25536.3,9029150,0
2026-01-30T00:00:00+05:30,25412.5,25468.8,25298,25416.4,6958250,0
2026-02-01T00:00:00+05:30,25425,25524.4,24635.9,24853.5,14454050,0
2026-02-02T00:00:00+05:30,24800,25159,24758.5,25141.8,9239490,0
2026-02-03T00:00:00+05:30,26200,26320,25725,25817.1,18162300,0
2026-02-04T00:00:00+05:30,25735.5,25910,25710,25848.8,4942600,0
2026-02-05T00:00:00+05:30,25799,25812.7,25670,25725,4359940,0
2026-02-06T00:00:00+05:30,25643,25745,25567.2,25735.1,5486455,0
2026-02-09T00:00:00+05:30,25921,25940.9,25854.5,25915.4,4135365,0
2026-02-10T00:00:00+05:30,25961,26044,25940.5,25985.6,3842930,0
2026-02-11T00:00:00+05:30,26050,26068,25955,25994.2,3451370,0
2026-02-12T00:00:00+05:30,25950,25966.5,25820,25858.2,3910010,0
2026-02-13T00:00:00+05:30,25724.9,25724.9,25476.5,25518.8,5808530,0
2026-02-16T00:00:00+05:30,25455,25728,25430,25717.2,4216030,0
2026-02-17T00:00:00+05:30,25643,25777,25582.5,25739.4,4085185,0
